Date,Product,Region,Units_Sold,Revenue,Profit
2026-07-05,Plywood Premium,West,48,84575,20564
2025-02-25,Laminate Classic,South,25,23097,4896
2025-04-01,Laminate Classic,South,24,26366,5934
2025-04-11,Veneer Sheet,North,30,30233,7476
2026-07-16,Laminate Classic,South,15,23553,6009
2025-06-16,Veneer Sheet,North,21,35282,6610
2026-10-12,Veneer Sheet,West,29,47181,7361
2026-08-07,MDF Board,South,46,45833,14286
2025-01-31,Plywood Premium,North,28,55042,13476
2026-05-20,Laminate Classic,East,17,42804,6624
2025-05-19,Laminate Classic,South,17,28159,7407
2026-12-08,Veneer Sheet,North,16,28690,5582
2025-01-31,Laminate Classic,East,17,33052,6610
2025-05-02,MDF Board,South,34,57117,13957
2025-05-08,Veneer Sheet,West,19,49671,11229
2025-12-18,Veneer Sheet,North,21,40921,5590
2025-11-23,MDF Board,East,42,55064,12972
2026-06-22,Laminate Classic,East,17,33081,6832
2025-03-19,Laminate Classic,South,17,23117,5155
2026-11-04,Plywood Premium,West,47,77981,23265
2027-01-03,MDF Board,East,45,48353,12168
2026-06-21,Plywood Premium,West,57,92496,27113
2026-06-11,Laminate Classic,East,22,32150,8734
2025-06-30,MDF Board,South,41,59402,10616
2026-01-27,Veneer Sheet,West,34,34333,6991
2026-01-03,MDF Board,East,35,64988,11213
2025-04-08,MDF Board,South,33,61871,15076
2026-04-22,Laminate Classic,South,22,35275,5112
2025-11-23,Plywood Premium,North,27,50805,13308
2026-05-09,Plywood Premium,West,66,108893,24134
2026-07-28,MDF Board,East,27,52939,12748
2025-06-12,Plywood Premium,North,30,42497,10010
2025-10-03,Plywood Premium,North,38,63931,15434
2025-04-15,Laminate Classic,South,16,29982,5977
2025-04-20,Veneer Sheet,North,26,28538,6051
2026-12-02,MDF Board,East,35,50197,10009
2026-02-24,Plywood Premium,North,30,58500,12674
2025-06-05,Plywood Premium,West,55,80497,24847
2026-11-18,Laminate Classic,East,23,27307,7661
2025-04-16,MDF Board,South,46,66220,9982
2025-12-29,Plywood Premium,North,22,61550,19317
2025-05-12,Laminate Classic,South,15,26627,4890
2026-09-21,Plywood Premium,North,31,58346,12649
2025-04-15,Plywood Premium,North,29,53953,15067
2025-02-23,MDF Board,East,38,47589,10238
2025-12-31,MDF Board,East,31,37856,12552
2026-07-06,MDF Board,South,36,52053,11631
2025-09-18,Veneer Sheet,North,38,32810,8676
2026-01-21,Plywood Premium,West,52,116652,25606
2026-09-03,MDF Board,East,41,52031,10014
2026-06-03,Plywood Premium,West,37,97743,26300
2025-04-22,Laminate Classic,South,17,28523,6187
2026-05-18,Laminate Classic,East,19,35405,7607
2025-01-22,Laminate Classic,South,24,30172,5509
2026-09-14,Plywood Premium,West,60,92130,27292
2026-06-19,Laminate Classic,South,25,35786,6790
2025-09-18,MDF Board,East,39,57567,10439
2025-03-14,MDF Board,South,37,46397,11843
2025-06-07,Veneer Sheet,North,34,50471,6872
2027-01-02,MDF Board,East,23,40517,12901
2025-12-13,Laminate Classic,East,28,28711,7201
2025-11-25,Plywood Premium,West,33,80884,16563
2025-02-03,MDF Board,East,47,61890,14949
2026-03-18,Plywood Premium,North,42,69670,15914
2027-01-14,Veneer Sheet,West,20,36316,8715
2026-08-12,MDF Board,East,47,59386,10608
2026-11-30,Laminate Classic,East,29,31832,8730
2025-01-24,Laminate Classic,South,17,23397,5409
2025-07-23,Plywood Premium,North,22,69780,14181
2025-09-15,Plywood Premium,West,37,86236,23802
2025-12-19,Laminate Classic,East,22,31083,8637
2025-06-14,Plywood Premium,North,32,64031,18411
2025-09-02,Laminate Classic,South,24,36637,7776
2026-06-30,MDF Board,South,42,65729,9338
2025-11-12,Veneer Sheet,West,30,38235,6542
2026-11-30,Veneer Sheet,West,18,37170,8087
2026-03-18,Veneer Sheet,West,32,30997,8756
2025-01-31,Plywood Premium,West,50,66687,17459
2025-07-20,Plywood Premium,North,36,64843,14068
2025-01-12,MDF Board,East,31,50374,9207
2026-05-17,Plywood Premium,West,42,87436,17879
2025-05-04,Laminate Classic,South,27,31098,8219
2025-08-24,Veneer Sheet,West,25,39386,8044
2025-07-25,Laminate Classic,East,31,42408,6675
2025-02-12,Laminate Classic,East,15,28949,7371
2025-05-02,Plywood Premium,West,45,100585,18203
2025-03-27,MDF Board,South,37,70758,11562
2025-08-09,MDF Board,East,40,69323,15405
2025-08-18,Veneer Sheet,West,31,34236,7785
2026-05-30,Plywood Premium,North,37,67545,13330
2025-02-23,Veneer Sheet,West,25,50454,10728
2025-05-14,MDF Board,East,43,46623,12083
2026-11-25,Laminate Classic,South,18,30778,5565
2026-09-28,Veneer Sheet,North,31,54165,9197
2025-09-16,Veneer Sheet,West,32,33368,7929
2025-12-01,Plywood Premium,North,21,72624,16221
2026-06-12,Veneer Sheet,North,32,35439,9425
2025-03-12,Plywood Premium,North,33,48435,12826
2025-10-06,Laminate Classic,South,19,29090,8369
2026-04-11,Plywood Premium,West,36,83564,17626
2025-11-13,Plywood Premium,West,52,101792,15960
2026-05-27,Plywood Premium,North,25,49724,13964
2025-03-07,Plywood Premium,West,34,71397,15409
2025-12-24,Plywood Premium,North,36,57770,12568
2026-08-31,MDF Board,East,38,54553,12056
2026-05-30,Laminate Classic,East,17,32166,8105
2025-05-28,Plywood Premium,West,58,86253,23719
2025-02-04,Veneer Sheet,North,38,53709,9973
2025-09-25,Laminate Classic,East,17,40161,8735
2026-12-26,Veneer Sheet,West,26,44349,9959
2025-07-19,Plywood Premium,North,31,43143,13602
2025-08-27,Veneer Sheet,West,23,48635,7300
2026-02-14,Plywood Premium,North,31,59193,16850
2026-07-11,Veneer Sheet,North,26,48440,9388
2025-12-12,Plywood Premium,West,29,94135,26666
2026-11-16,Plywood Premium,North,39,63506,12891
2026-04-02,MDF Board,East,38,64317,13418
2026-06-25,Laminate Classic,South,19,27367,5532
2026-10-19,Laminate Classic,East,28,25868,9090
2026-10-11,Veneer Sheet,North,22,45856,10256
2026-02-07,Veneer Sheet,West,25,35920,7894
2025-08-23,Veneer Sheet,North,29,40707,10128
2026-01-18,Plywood Premium,North,26,59423,14310
2025-06-03,Laminate Classic,South,18,38727,6328
2026-12-07,Laminate Classic,East,24,33951,8630
2025-09-04,Veneer Sheet,West,19,45496,9523
2026-03-10,Veneer Sheet,North,24,37858,9317
2025-03-05,MDF Board,South,32,54674,12664
2026-05-26,Veneer Sheet,North,23,48518,8041
2026-11-11,Plywood Premium,West,44,75331,21774
2026-12-30,MDF Board,East,39,49062,10252
2025-01-31,Veneer Sheet,West,30,45968,9819
2026-03-12,Plywood Premium,West,51,84347,18333
2025-02-06,MDF Board,South,45,51832,14301
2025-01-16,Plywood Premium,West,45,107577,27571
2025-02-05,Laminate Classic,South,18,25921,4948
2026-09-12,Plywood Premium,North,29,60824,13951
2026-04-13,MDF Board,East,37,64114,8597
2026-01-16,Laminate Classic,East,19,35174,8574
2025-04-05,Laminate Classic,East,16,28859,6006
2026-05-02,Laminate Classic,South,16,26002,7930
2025-05-13,Laminate Classic,East,20,32631,7742
2026-12-02,MDF Board,East,37,61823,10836
2025-01-28,Laminate Classic,South,16,36693,7123
2025-07-22,Veneer Sheet,North,21,41598,7215
2025-11-17,MDF Board,East,35,62638,9952
2025-11-17,Laminate Classic,East,19,32193,8251
2026-05-14,MDF Board,East,24,48625,11240
2026-12-14,Plywood Premium,North,33,52371,13574
2025-10-13,MDF Board,South,41,64801,11253
2025-11-04,Plywood Premium,West,51,99205,19551
2025-10-01,Veneer Sheet,West,18,44401,8046
2026-11-17,Plywood Premium,North,35,45758,16827
2025-08-16,Laminate Classic,South,25,37170,9096
2025-10-26,Plywood Premium,West,31,86557,16335
2025-11-01,Plywood Premium,West,47,80204,24386
2025-02-19,MDF Board,East,30,56253,7979
2026-11-08,MDF Board,East,22,40384,11910
2026-10-02,Veneer Sheet,North,35,39077,9729
2025-12-25,Veneer Sheet,West,27,50676,7185
2026-11-14,Veneer Sheet,North,39,37371,7903
2026-06-21,MDF Board,South,46,63957,10282
2026-04-11,Laminate Classic,South,22,36548,6327
2026-01-16,Laminate Classic,East,17,34252,6677
2026-04-12,Plywood Premium,West,35,83827,18238
2025-12-02,Laminate Classic,South,21,25822,6222
2025-07-10,MDF Board,East,29,41830,11629
2026-09-19,Plywood Premium,North,27,65109,14020
2025-08-19,MDF Board,South,49,51496,16122
2026-10-05,Veneer Sheet,West,22,44873,9619
2025-03-09,Laminate Classic,East,26,37529,5265
2026-03-03,Plywood Premium,West,37,69464,21310
2026-11-27,Laminate Classic,East,19,27728,7566
2025-07-20,MDF Board,East,50,48700,9950
2025-05-09,Laminate Classic,East,16,34632,7374
2026-05-17,Laminate Classic,East,17,36482,6679
2026-11-25,Laminate Classic,South,21,31251,7243
2025-03-20,Veneer Sheet,North,23,33744,8608
2026-12-27,Plywood Premium,North,33,69032,15063
2026-11-15,MDF Board,South,32,43881,10181
2025-02-10,MDF Board,South,42,65572,12431
2026-05-11,MDF Board,East,37,51694,12945
2026-05-06,Veneer Sheet,West,31,38910,7666
2026-08-05,Veneer Sheet,West,26,41443,7066
2026-08-21,Laminate Classic,East,22,36633,6256
2026-06-22,Veneer Sheet,North,29,34451,6195
2026-07-11,Laminate Classic,South,25,28581,9137
2026-12-14,Plywood Premium,North,25,63215,12354
2026-02-22,MDF Board,East,33,69883,12800
2025-07-27,Plywood Premium,West,53,82612,16615
2027-01-03,Plywood Premium,North,30,49199,16178
2025-12-28,MDF Board,East,29,43377,10452
2027-01-07,Plywood Premium,West,58,73689,27258
2025-04-29,Laminate Classic,South,19,27470,7354
2026-05-08,Laminate Classic,South,13,34000,8029
2026-05-08,MDF Board,South,39,54774,9557
2026-10-12,MDF Board,East,40,38682,12208
2026-04-23,MDF Board,East,26,54028,8035
2026-01-25,MDF Board,East,25,45446,9434
2026-09-11,Plywood Premium,North,30,54237,16711
2025-02-05,Plywood Premium,West,38,82909,22641
2025-03-29,Veneer Sheet,North,19,37620,7458
2026-04-04,Veneer Sheet,West,25,46040,8049
2026-09-06,Laminate Classic,South,28,31980,6338
2026-01-12,Plywood Premium,North,21,52806,12160
2025-05-10,Veneer Sheet,North,24,41119,6672
2026-12-20,Veneer Sheet,North,24,49573,8609
2025-01-18,MDF Board,East,39,56399,11977
2025-09-04,Veneer Sheet,North,23,40788,10034
2025-08-16,Plywood Premium,West,32,75525,26613
2026-08-12,Laminate Classic,South,26,35429,7473
2025-09-24,Laminate Classic,South,17,33470,5260
2025-11-21,Veneer Sheet,North,22,34340,8883
2025-03-18,Plywood Premium,North,25,50717,11422
2025-08-03,Veneer Sheet,North,36,48149,10047
2025-02-08,Veneer Sheet,North,25,49224,9521
2026-12-27,Plywood Premium,West,56,90713,23280
2025-04-05,Veneer Sheet,North,27,47998,8480
2026-04-08,Laminate Classic,South,21,28625,8766
2026-09-20,MDF Board,South,42,53108,10858
2025-03-31,MDF Board,East,46,50783,13919
2026-03-13,Veneer Sheet,West,19,46443,9139
2025-03-17,Veneer Sheet,North,25,33498,5328
2026-04-15,Veneer Sheet,North,30,30933,7485
2026-04-10,MDF Board,South,37,47894,9190
2025-09-15,Plywood Premium,West,54,104358,18097
2025-08-10,Veneer Sheet,West,27,47820,6439
2026-03-23,MDF Board,East,38,39421,8688
2025-04-07,Laminate Classic,South,23,29025,5778
2025-02-15,Veneer Sheet,North,33,39126,9653
2026-12-24,Laminate Classic,South,27,29053,8765
2025-03-14,Veneer Sheet,North,27,26731,7533
2025-02-25,Laminate Classic,East,18,40999,6218
2025-05-27,MDF Board,East,46,65031,15247
2025-04-16,MDF Board,East,23,48250,10767
2025-11-15,Plywood Premium,North,38,53004,17822
2025-08-26,Plywood Premium,North,21,68238,18030
2025-05-15,Plywood Premium,West,51,98369,16425
2025-12-13,Laminate Classic,South,26,28960,7125
2026-05-27,MDF Board,East,38,47113,14452
2025-04-12,MDF Board,East,39,49736,11727
2025-04-07,Plywood Premium,West,46,70294,22615
2025-01-30,MDF Board,East,39,52314,8997
2025-02-24,Veneer Sheet,West,19,49141,8677
2027-01-13,Laminate Classic,South,22,26947,8012
2026-09-12,Laminate Classic,East,21,42607,7816
2026-03-12,Veneer Sheet,West,26,37907,8957
2026-08-25,Laminate Classic,South,16,27293,8060
2026-05-12,Veneer Sheet,North,27,31676,9247
2025-05-20,MDF Board,South,38,57395,11758
2026-12-11,Plywood Premium,North,29,63837,15469
2026-08-10,Laminate Classic,South,19,34752,7130
2026-04-22,Laminate Classic,South,20,39394,8448
2025-03-09,MDF Board,East,42,45486,15182
2025-10-15,Plywood Premium,North,34,62559,11727
2026-09-25,Veneer Sheet,North,32,46638,9142
2026-03-01,Veneer Sheet,North,22,39771,6500
2026-10-17,Veneer Sheet,North,30,35938,8633
2026-11-16,MDF Board,East,33,42574,12327
2026-05-22,Plywood Premium,North,21,56065,13478
2025-12-04,Laminate Classic,South,20,26270,5999
2026-03-04,Laminate Classic,East,17,34951,7163
2026-07-05,Plywood Premium,North,37,61365,16499
2025-06-02,Veneer Sheet,North,30,36784,8923
2026-12-18,Plywood Premium,North,42,57501,15960
2026-02-09,Plywood Premium,West,52,75334,19403
2026-09-20,MDF Board,East,46,50324,14349
2026-10-11,MDF Board,South,29,64410,12933
2025-02-07,Laminate Classic,East,19,34690,8812
2027-01-22,MDF Board,South,52,49199,9320
2026-07-11,Laminate Classic,South,20,34404,7020
2025-08-04,MDF Board,East,41,36811,13374
2026-10-09,Plywood Premium,West,55,74038,29451
2026-01-05,Veneer Sheet,North,28,47674,9211
2026-02-20,Laminate Classic,East,17,34125,7123
2026-10-15,Laminate Classic,East,16,39586,5911
2025-02-18,Plywood Premium,North,39,64883,12154
2027-01-07,Laminate Classic,South,20,34834,7363
2025-06-17,Laminate Classic,East,18,35283,5264
2026-12-23,Veneer Sheet,North,31,31676,9332
2025-12-11,Plywood Premium,West,39,65794,23566
2026-02-18,Veneer Sheet,North,30,37058,6681
2026-11-15,MDF Board,East,31,66370,11843
2025-02-13,MDF Board,South,45,66029,13400
2025-10-17,Laminate Classic,South,19,24303,7690
2025-11-20,Laminate Classic,South,21,23169,5460
2025-09-21,Plywood Premium,North,28,48903,17428
2025-01-21,Plywood Premium,West,32,77654,26070
2025-02-05,MDF Board,East,40,41658,12932
2026-09-07,MDF Board,South,51,62470,13920
2026-04-07,Veneer Sheet,West,30,30227,9151
2025-10-02,Veneer Sheet,West,20,32022,6408
2026-05-21,Laminate Classic,South,23,34013,6902
2026-07-02,Laminate Classic,East,19,30914,5831
2026-08-26,Plywood Premium,North,19,62745,12225
2026-11-01,Laminate Classic,East,32,39292,9295
2026-11-24,Veneer Sheet,North,26,37618,6762
2026-06-16,Plywood Premium,West,36,80229,27721
2026-01-01,Laminate Classic,East,24,24395,6630
2026-02-25,Laminate Classic,South,24,30178,7742
2025-02-18,Plywood Premium,North,33,54678,11885
2025-02-09,MDF Board,South,27,69389,13780
2026-08-18,Laminate Classic,South,18,32784,6821
2026-06-08,Veneer Sheet,West,30,44601,8266
2026-05-17,Plywood Premium,West,39,98379,20183
2025-04-01,Laminate Classic,East,16,37071,7520
2025-12-02,MDF Board,South,46,54826,15898
2026-08-31,Laminate Classic,South,27,27301,8244
2025-03-13,Veneer Sheet,West,33,39553,6034
2026-04-24,Plywood Premium,North,26,57202,18159
2026-12-30,Veneer Sheet,West,34,41927,9557
2026-11-19,MDF Board,East,26,51507,13318
2026-04-26,Laminate Classic,South,22,34658,5680
2026-08-10,Plywood Premium,West,58,108338,20218
2026-02-23,Plywood Premium,North,38,62715,12826
2026-08-12,MDF Board,South,34,63551,9177
2026-09-22,Laminate Classic,East,31,31656,8762
2025-03-24,Veneer Sheet,West,19,34070,11299
2025-10-24,MDF Board,East,33,58912,12932
2026-06-26,Plywood Premium,North,43,69232,14448
2025-09-30,Plywood Premium,North,31,69903,16301
2025-11-13,Veneer Sheet,North,25,50303,8922
2026-01-06,MDF Board,East,36,61700,10471
2025-12-18,Laminate Classic,South,18,31416,5039
2027-01-08,Veneer Sheet,North,28,51115,9340
2026-09-03,Laminate Classic,South,28,30064,7959
2026-01-03,Veneer Sheet,North,19,32282,9365
2025-08-03,Laminate Classic,South,14,30370,5156
2026-08-05,MDF Board,East,43,57170,13740
2026-08-04,Plywood Premium,West,35,83272,27807
2026-07-21,MDF Board,East,27,53590,11153
2025-02-03,Plywood Premium,West,46,108882,25279
2025-12-17,Laminate Classic,South,23,34545,7982
2026-08-03,Veneer Sheet,North,35,48147,9430
2026-07-22,Veneer Sheet,West,28,29982,6482
2025-09-04,Veneer Sheet,North,27,43301,8581
2025-10-03,Laminate Classic,South,22,33384,8978
2025-08-13,Laminate Classic,East,21,36769,8110
2025-06-29,Laminate Classic,South,23,38694,7199
2026-08-26,Laminate Classic,South,24,27703,8049
2026-06-26,Plywood Premium,West,46,96959,26925
2026-08-15,MDF Board,East,39,45949,9759
2026-10-23,MDF Board,East,23,37206,10985
2026-11-14,Laminate Classic,East,15,34124,6617
2026-09-21,Veneer Sheet,West,20,40564,10927
2025-07-05,Laminate Classic,East,26,39099,5860
2025-11-24,Veneer Sheet,West,33,33883,7961
2025-08-30,Laminate Classic,East,29,29615,8321
2026-05-31,Plywood Premium,North,35,63936,14361
2027-01-07,Laminate Classic,East,30,34266,8723
2025-03-30,Veneer Sheet,North,31,45838,8634
2026-11-06,Laminate Classic,East,24,41849,5722
2026-07-12,Veneer Sheet,North,35,41942,11690
2026-04-08,Veneer Sheet,West,33,38383,6968
2025-11-18,Plywood Premium,North,42,59112,19201
2026-01-05,Veneer Sheet,West,34,46378,10716
2025-04-30,MDF Board,East,27,38453,11605
2026-01-28,Laminate Classic,South,20,32798,5674
2026-06-24,Laminate Classic,South,29,39072,8232
2026-01-21,Plywood Premium,West,55,104588,25400
2026-03-14,Laminate Classic,East,20,25819,7055
2026-07-02,Veneer Sheet,North,26,32753,8621
2026-09-15,Plywood Premium,North,18,51457,9486
2026-09-30,Veneer Sheet,North,37,44770,8671
2025-04-17,Laminate Classic,East,27,40308,5825
2025-10-06,Veneer Sheet,West,18,37785,6602
2026-04-07,Veneer Sheet,West,19,41728,8670
2026-12-25,Plywood Premium,West,33,75355,24381
2026-02-22,Plywood Premium,West,59,83431,21587
2026-10-26,Veneer Sheet,North,19,41618,8395
2025-07-07,Laminate Classic,South,23,36562,4925
2025-06-14,Veneer Sheet,North,18,40751,6003
2026-03-01,Plywood Premium,North,24,47013,11978
2026-04-29,Laminate Classic,East,17,36011,6538
2026-04-19,MDF Board,East,29,60663,12906
2026-03-18,MDF Board,East,39,40617,12494
2025-11-17,Veneer Sheet,North,35,45567,10218
2025-09-26,Veneer Sheet,West,17,34752,9943
2026-05-26,MDF Board,East,24,41658,8788
2025-12-25,Laminate Classic,South,19,26686,7999
2025-07-15,MDF Board,South,28,58692,13861
2026-07-01,Laminate Classic,South,26,34359,7086
2025-01-17,MDF Board,South,33,59704,8681
2026-08-21,Plywood Premium,West,53,94679,23568
2025-05-24,Plywood Premium,North,42,70363,13706
2026-11-23,Laminate Classic,East,20,29304,5276
2025-12-29,MDF Board,East,33,61042,10828
2025-12-19,Laminate Classic,South,21,36165,6538
2025-04-06,MDF Board,East,39,53382,11705
2025-05-09,Laminate Classic,South,23,35494,7107
2026-01-27,Laminate Classic,South,16,29159,6524
2025-03-14,Plywood Premium,North,29,48395,11644
2025-08-31,Plywood Premium,West,36,100560,25818
2025-04-05,Plywood Premium,West,52,92736,21510
2026-09-12,MDF Board,East,23,46965,11306
2025-02-13,Veneer Sheet,West,26,39195,9564
2026-09-06,MDF Board,South,34,61831,16079
2026-01-21,Laminate Classic,East,31,38187,8720
2026-06-26,Plywood Premium,West,41,74598,21891
2026-01-19,MDF Board,East,23,48653,7536
2026-10-05,MDF Board,East,27,41510,9998
2026-05-12,MDF Board,East,28,38603,13976
2025-01-06,Plywood Premium,West,46,69775,22139
2026-06-24,Veneer Sheet,North,26,42295,9225
2025-05-14,Laminate Classic,South,14,34175,7350
2025-03-16,Laminate Classic,South,15,35519,7511
2025-04-07,Veneer Sheet,West,21,37580,7135
2025-08-17,MDF Board,South,27,45340,8724
2025-04-15,MDF Board,East,36,56552,14309
2025-11-12,Laminate Classic,East,16,31440,6432
2026-12-29,Laminate Classic,South,14,30636,5800
2025-03-28,MDF Board,South,38,48303,11925
2025-10-28,Veneer Sheet,North,35,41902,10978
2025-02-24,Laminate Classic,South,28,27878,5400
2025-09-09,Veneer Sheet,West,21,41595,11327
2026-05-01,Plywood Premium,West,58,68804,27429
2026-06-11,Plywood Premium,West,48,121026,30790
2025-04-20,Plywood Premium,North,31,59422,16682
2025-08-31,Laminate Classic,South,24,36563,5459
2025-11-03,Plywood Premium,North,31,74573,14252
2026-03-16,Veneer Sheet,North,22,36258,8293
2025-04-24,Laminate Classic,South,17,23508,7763
2026-09-01,Plywood Premium,North,37,48313,10654
2025-09-27,Laminate Classic,East,23,34505,7663
2025-10-05,Veneer Sheet,West,26,36276,10216
2026-09-28,Veneer Sheet,North,25,47729,11068
2026-06-27,Veneer Sheet,North,22,49058,7341
2026-01-26,Plywood Premium,North,28,69809,18907
2026-11-05,Plywood Premium,North,44,54156,11797
2026-07-28,MDF Board,East,43,63880,12318
2026-12-17,Plywood Premium,West,39,69031,27152
2026-12-13,MDF Board,South,44,47514,9390
2027-01-10,MDF Board,East,45,54276,14299
2026-07-19,Laminate Classic,East,16,28381,7783
2026-02-12,Plywood Premium,North,29,64596,15257
2026-09-08,Veneer Sheet,North,20,36655,9117
2027-01-03,MDF Board,East,41,68624,14115
2025-06-04,Veneer Sheet,North,23,41530,10261
2026-01-23,Laminate Classic,East,32,38044,7676
2026-03-21,Laminate Classic,East,18,25685,7019
2025-01-15,Plywood Premium,North,38,44813,16246
2026-06-17,Veneer Sheet,West,21,45951,6415
2026-06-27,Laminate Classic,South,19,23069,4755
2025-11-03,Plywood Premium,West,58,98198,32378
2025-12-23,Veneer Sheet,West,19,36351,6318
2026-02-05,Laminate Classic,South,18,34958,7767
2026-09-12,Veneer Sheet,North,28,35559,8007
2026-09-09,MDF Board,South,47,72692,10579
2026-08-27,Laminate Classic,East,19,41746,5289
2025-09-11,Laminate Classic,East,30,30814,7949
2026-12-05,MDF Board,South,49,54268,10324
2026-11-29,Laminate Classic,East,18,33050,8786
2026-09-06,Veneer Sheet,West,31,31791,10324
2025-12-11,Laminate Classic,South,15,35172,8982
2025-05-12,MDF Board,South,41,69805,8919
2026-09-19,Laminate Classic,South,24,40781,8844
2026-01-18,Veneer Sheet,West,20,35388,7261
2026-07-04,MDF Board,South,34,67456,15469
2026-07-25,Veneer Sheet,North,30,52167,11723
2025-07-11,Plywood Premium,West,38,71327,21787
2026-09-04,MDF Board,South,42,64626,9813
2026-08-15,Laminate Classic,East,23,42096,6765
2025-07-20,MDF Board,South,29,61522,13102
2025-09-29,Laminate Classic,East,21,36698,8599
2026-06-22,MDF Board,East,22,48025,10671
2025-06-02,Laminate Classic,East,25,43642,8533
2026-08-05,Veneer Sheet,North,35,44215,8487
2025-11-26,Laminate Classic,South,18,23141,7088
2026-05-03,Laminate Classic,East,28,31552,9533
2025-10-12,Veneer Sheet,North,27,36849,9146
2025-04-06,MDF Board,South,28,46643,9122
2026-08-28,MDF Board,East,29,53929,8648
2026-12-04,Plywood Premium,West,44,83433,22379
2025-10-26,Laminate Classic,East,27,32286,7650
2025-07-03,Veneer Sheet,West,36,35631,7358
2025-10-23,Veneer Sheet,West,33,32928,6999
2026-05-15,Laminate Classic,South,22,32643,7464
2025-08-26,Laminate Classic,South,22,25374,7040
2025-09-25,Veneer Sheet,West,28,40290,7828
2025-09-13,Laminate Classic,South,17,31825,4919
2027-01-05,Laminate Classic,East,24,37103,6412
2026-08-10,Laminate Classic,South,26,36274,5794
2026-05-22,Plywood Premium,West,50,115897,23323
2026-10-31,Laminate Classic,East,19,28894,5926
2026-01-02,Veneer Sheet,North,22,41970,7353
2025-12-14,Laminate Classic,East,23,25989,6397
2026-08-30,Laminate Classic,South,28,26520,6476
2025-05-07,Laminate Classic,East,19,32617,7521
2026-03-05,Plywood Premium,West,53,118986,22074
2025-07-26,MDF Board,South,47,59664,13548
2025-11-03,Plywood Premium,North,31,59573,12498
2026-01-09,Veneer Sheet,West,19,43116,6388
2025-04-12,MDF Board,South,44,69445,15679
2026-04-23,MDF Board,East,32,66710,14761
2026-03-28,Laminate Classic,East,18,27361,8199
2026-07-08,Laminate Classic,East,26,42371,8212
2025-05-18,Laminate Classic,East,20,27933,8132
2025-01-23,Plywood Premium,West,35,76762,15864
2026-07-10,Plywood Premium,West,54,83755,27671
2025-12-03,Laminate Classic,South,16,27562,7121
2025-07-13,Plywood Premium,West,46,112488,19841
2025-02-15,Plywood Premium,West,34,93061,26720
2026-01-12,Veneer Sheet,North,33,49013,7318
2025-06-27,Plywood Premium,North,40,65291,12494
2025-05-17,MDF Board,East,40,58964,8781
2025-06-08,MDF Board,South,35,47442,9656
2025-09-17,Plywood Premium,West,48,65209,15999
2025-02-03,Laminate Classic,East,15,32062,7381
2025-08-06,Plywood Premium,West,53,81627,26306
2026-08-31,Laminate Classic,East,19,36905,7510
2026-10-03,MDF Board,South,44,49213,10983
2025-09-10,Plywood Premium,North,26,62216,17248
2025-01-27,Laminate Classic,East,27,33761,5381
2025-07-08,Plywood Premium,North,35,61690,13235
2026-04-17,Plywood Premium,North,35,59550,17857
2025-08-19,Plywood Premium,North,36,77556,13444
2025-03-02,Laminate Classic,South,23,29424,7342
2026-09-10,MDF Board,South,42,47186,16098
2025-10-21,Plywood Premium,West,52,91772,17233
2025-06-20,Laminate Classic,East,30,34437,6540
2025-11-05,Plywood Premium,West,40,90067,20806
2026-04-15,MDF Board,East,39,40400,9477
2025-11-17,Laminate Classic,South,26,28006,6068
2025-09-26,Plywood Premium,West,45,114805,28950
2026-10-23,Plywood Premium,North,22,68872,17028
2025-03-24,Laminate Classic,South,16,35840,6237
2025-12-21,Veneer Sheet,North,20,42295,11163
2025-10-12,MDF Board,East,34,56368,9393
2026-09-25,Laminate Classic,South,27,37530,8557
2026-08-23,Plywood Premium,West,34,121633,19979
2026-01-27,Veneer Sheet,West,22,48356,10371
2026-04-26,Plywood Premium,North,23,70092,17608
2026-05-29,Laminate Classic,East,27,37738,6459
2026-10-26,Plywood Premium,West,28,78059,16367
2026-08-18,Laminate Classic,East,28,29232,6599
2026-07-29,Plywood Premium,North,33,62912,15229
2025-02-11,Plywood Premium,West,57,82598,17925
2025-09-04,Veneer Sheet,North,20,45264,11767
2026-06-15,Veneer Sheet,West,33,45171,8361
2025-09-30,Laminate Classic,South,23,25664,7245
2025-05-24,Laminate Classic,East,26,37350,6741
2025-12-16,Veneer Sheet,North,27,37687,10395
2025-04-23,Laminate Classic,South,24,24291,6661
2025-04-06,Plywood Premium,West,34,81595,23106
2026-02-09,Laminate Classic,South,15,34219,6359
2025-07-31,Plywood Premium,West,45,103166,22981
2026-12-24,Plywood Premium,North,26,56520,10222
2026-07-10,Plywood Premium,West,49,81715,18827
2026-08-25,Laminate Classic,South,15,23650,5706
2026-05-31,Plywood Premium,West,57,74820,26965
2026-04-03,MDF Board,East,27,68059,13920
2025-09-26,Laminate Classic,South,17,33660,8469
2026-01-31,Laminate Classic,South,22,28945,6663
2025-12-05,Veneer Sheet,North,26,32817,6817
2025-09-17,Laminate Classic,East,27,33296,9225
2026-12-10,MDF Board,East,31,55953,12559
2026-04-17,Veneer Sheet,North,24,37670,8107
2026-07-01,Veneer Sheet,West,27,41918,9546
2025-06-18,Laminate Classic,South,17,31114,5950
2026-09-06,Veneer Sheet,North,21,48269,8440
2026-07-27,Plywood Premium,West,64,119648,19594
2025-07-18,Veneer Sheet,West,26,37517,10144
2025-09-25,Plywood Premium,West,50,66973,18823
